Name,Gender,Grade,Math,Science,English,Total
Krishna',Male,10,11 marks,55 marks,40 marks,106
Diya,M,Grade 6,87,40 marks,11 marks,138
Saanvi',F,12,87 marks,26,26,139
Myra',female,Grade 10,37 marks,91,78,206
Rohan',female,3,38 marks,59,78,175
Aarav,0,11,20 marks,91,21,132
KRISHNA,female,5,52,57,63,172
Zara',0,Grade 1,35,11,51,97
Aditi,Male,7,69,69,90,228
AARAV,Female,2,26,51,26,103
Advika,f,10,13,70,5,88
Myra,Female,7,82,30,61,173
ARYAN,Female,7,3 marks,64,68,135
Kabir',F,Grade 6,66,92 marks,31,189
"""Aryan""",male,Grade 8,7,75,1,83
Aryan,F,Grade 8,60,35,52 marks,147
AARAV,0,5,98,46,41,185
ANIKA,M,Grade 10,19,36,46 marks,101
"""Isha""",M,2,87,95,23 marks,205
Navya,male,3,54,36,19 marks,109
"""Aditi""",female,Grade 11,89,73,79,241
Navya,M,Grade 6,3 marks,25 marks,100,128
ROHAN,F,Grade 8,87,86,12,185
"""Aryan""",F,10,58 marks,43,6,107
"""Saanvi""",female,4,65 marks,64,91 marks,220
ANIKA,Female,7,17,40,63,120
Saanvi',F,12,9,100 marks,55,164
Arjun',f,2,35,85,34 marks,154
"""Aryan""",F,9,62,11 marks,47 marks,120
Anika',female,6,67,2,80,149
Krishna',M,Grade 12,99,53 marks,8,160
Shaurya,Female,1,73,70,66 marks,209
Aarav',female,Grade 5,20,5,54,79
KRISHNA,M,9,79,97 marks,38,214
"""Aditi""",F,Grade 12,17,6,86 marks,109
"""Aarav""",F,Grade 2,26,85,33,144
Myra,Female,Grade 10,7,0 marks,1 marks,8
KABIR,1,4,83,75,65,223
Aditi',0,Grade 6,27,14,67 marks,108
"""Reyansh""",M,Grade 12,4,95,93 marks,192
Arjun',Female,3,97,70 marks,8 marks,175
VIHAAN,M,10,15,10,88 marks,113
Isha',F,11,18,43 marks,5,66
Aryan,m,Grade 10,51 marks,2,92 marks,145
ARJUN,f,4,2,100,40 marks,142
ANANYA,M,Grade 12,4,72 marks,93 marks,169
SHAURYA,1,7,10 marks,45,86,141
"""Anika""",Male,9,76 marks,60,26,162
SAANVI,male,5,15,51,74 marks,140
Myra',female,10,98,26,51,175
"""Rohan""",m,10,54 marks,28,94 marks,176
KABIR,f,Grade 8,74,69 marks,86,229
SHAURYA,1,Grade 5,17 marks,13,33,63
DIYA,female,5,66,66 marks,15,147
NAVYA,M,4,51 marks,76 marks,54,181
Vihaan,Female,6,3,20 marks,90,113
"""Krishna""",male,Grade 8,54,97,6,157
ROHAN,1,Grade 6,22 marks,23,82 marks,127
Advika,female,Grade 1,71 marks,8 marks,56,135
Anika,M,11,56,97,83,236
SHAURYA,female,5,85,5,37 marks,127
Navya,m,8,74,26,47,147
Advika',female,9,8,30 marks,22,60
"""Aarav""",M,Grade 10,39 marks,28 marks,90,157
ISHA,m,Grade 8,80,68,23,171
KABIR,F,Grade 4,7,63,4 marks,74
Krishna,M,3,45,37,28,110
Reyansh',male,1,40 marks,8,22 marks,70
Ananya,female,8,10,4 marks,77,91
ARJUN,M,10,85 marks,23,28 marks,136
Isha',female,Grade 5,10,43,99,152
Saanvi,male,10,17,90,37 marks,144
"""Ishaan""",male,Grade 12,12,56,47 marks,115
"""Kabir""",f,12,45 marks,50,60,155
"""Aryan""",1,12,93 marks,25,60,178
Saanvi,Female,10,88,15,29 marks,132
Aryan',female,Grade 11,23 marks,49 marks,5,77
MYRA,F,7,44 marks,29,24 marks,97
Arjun',female,6,41,26 marks,99,166
AARAV,F,Grade 4,82 marks,27,66,175
Navya',f,4,79,74 marks,91,244
ROHAN,f,Grade 12,41,5,53 marks,99
"""Aarav""",female,12,11,58,51 marks,120
AARAV,F,8,81 marks,24,73 marks,178
ISHA,M,Grade 2,73 marks,33,93 marks,199
"""Ishaan""",M,Grade 10,86 marks,28,79,193
Rohan',Male,6,51,33,88 marks,172
"""Diya""",Female,1,54 marks,64,62 marks,180
Rohan,male,4,29,23,86 marks,138
VIHAAN,female,Grade 6,20,0,25 marks,45
ISHA,m,8,96 marks,95,88,279
Diya,F,4,64 marks,51 marks,93,208
"""Arjun""",0,Grade 5,27 marks,81,28,136
"""Anika""",female,8,33 marks,48 marks,79 marks,160
ISHA,f,4,77 marks,55,22 marks,154
Zara,f,9,82 marks,55,81 marks,218
ADITI,F,Grade 6,89 marks,76,81,246
Reyansh',Female,6,96,23,75,194
Ananya',F,2,5,80,8,93
Aditi,Female,2,56,4,90,150
Kabir',F,Grade 3,63,60 marks,9 marks,132
DIYA,m,10,72,48,52,172
"""Saanvi""",F,5,93,23,61 marks,177
Kabir,female,Grade 3,98,50 marks,76 marks,224
"""Arjun""",m,3,30,87,86,203
Diya,male,11,30 marks,74,58,162
"""Zara""",F,11,71,29 marks,44,144
"""Anika""",f,Grade 10,16,34 marks,37,87
KRISHNA,1,11,29 marks,92,11,132
"""Diya""",1,3,10 marks,72,68,150
ROHAN,Female,11,100 marks,17,62,179
Advika,m,Grade 7,57,65,21,143
"""Isha""",1,Grade 4,37,13,85,135
KRISHNA,M,Grade 9,83,69,39 marks,191
Zara',M,12,4,11,82,97
Kabir',F,Grade 2,39,34,95,168
"""Shaurya""",F,2,84,79,5,168
"""Arjun""",M,Grade 12,89,16,63,168
"""Reyansh""",M,11,38,20 marks,77,135
ZARA,Female,9,60 marks,90 marks,90,240
ANIKA,m,8,67,92,81,240
"""Aryan""",F,Grade 10,28 marks,62,81 marks,171
"""Ananya""",Male,6,71,12 marks,22,105
ANIKA,F,Grade 10,11,56,4 marks,71
"""Navya""",0,Grade 4,26,16,72 marks,114
Ananya',female,12,24,90,70 marks,184
"""Saanvi""",M,Grade 1,29,86,49 marks,164
"""Isha""",1,11,48,5,0 marks,53
Arjun',male,Grade 3,31,75 marks,73,179
"""Saanvi""",F,4,83,81,19,183
Reyansh',female,11,25,3 marks,90 marks,118
Arjun,f,Grade 6,26,25 marks,96,147
Advika,F,Grade 3,79 marks,66,56,201
"""Diya""",F,Grade 11,21,69,24,114
ADITI,male,12,50 marks,74,39 marks,163
Arjun,M,12,61,81 marks,93,235
Aryan,F,10,95,19,41 marks,155
"""Vihaan""",f,1,76,54 marks,74,204
Aarav,1,9,77,99 marks,13,189
Saanvi',m,4,30,25 marks,47,102
Ananya,f,7,47,100 marks,89,236
Aryan',male,Grade 5,28,88,44,160
"""Ishaan""",F,5,97 marks,52,91 marks,240
Shaurya',m,Grade 7,38,9,59 marks,106
Myra',F,12,17,69,26,112
Krishna,M,Grade 4,71 marks,37 marks,38,146
Navya,1,Grade 3,55,62,39,156
ARYAN,M,5,41 marks,12 marks,73,126
Ananya,f,12,73,3,90,166
Ananya,male,Grade 6,54,70 marks,18,142
KABIR,female,4,99,11,55,165
"""Kabir""",1,Grade 12,51,90 marks,42,183
AARAV,F,6,44 marks,18 marks,42 marks,104
Anika',M,9,14 marks,70 marks,14,98
"""Advika""",m,12,66,4,75,145
Shaurya',M,8,17,65,4 marks,86
Arjun',M,1,59,72,96,227
Ananya',male,2,80 marks,46 marks,80,206
"""Rohan""",f,1,41 marks,7 marks,17 marks,65
Myra,Male,10,61 marks,42,49,152
Ishaan,F,Grade 3,91,57,12,160
Ananya',male,Grade 3,95,59,93 marks,247
ADITI,F,Grade 10,4 marks,36 marks,43 marks,83
Myra,F,3,5,68,79 marks,152
ARYAN,male,11,20 marks,65 marks,83,168
Saanvi',M,9,71,49,38,158
Ananya',F,Grade 10,10,45 marks,89,144
ISHAAN,male,Grade 5,58 marks,54 marks,40,152
Vihaan,m,Grade 8,85,16 marks,55,156
"""Reyansh""",female,8,87,10 marks,93 marks,190
VIHAAN,female,4,43,96,67 marks,206
ADVIKA,0,10,21,48 marks,99 marks,168
"""Diya""",female,1,20,37,19 marks,76
"""Kabir""",m,Grade 8,82,14 marks,59 marks,155
KRISHNA,0,8,2,38,53,93
ANANYA,male,7,96,97,50,243
Isha',male,8,33 marks,88 marks,8,129
"""Aryan""",Female,1,80,47 marks,73 marks,200
Rohan',M,4,86 marks,82,10 marks,178
Anika,f,Grade 10,48,66,80,194
Ananya,m,2,90,48,18,156
Isha',female,2,2,65,9 marks,76
Navya',male,6,93,1,99,193
"""Shaurya""",M,1,84 marks,91,66,241
Shaurya',male,Grade 4,70,79 marks,52 marks,201
"""Shaurya""",male,11,32 marks,32,68 marks,132
SAANVI,f,Grade 4,66 marks,23,48,137
"""Vihaan""",Male,12,65,62,41,168
Aarav,male,11,71 marks,76,47 marks,194
"""Saanvi""",m,6,25,16,70,111
Aarav,male,Grade 4,80 marks,91 marks,18 marks,189
"""Saanvi""",0,5,63,19,91,173
ROHAN,f,2,47,65,32,144
"""Anika""",female,7,82 marks,87 marks,12 marks,181
Diya',female,Grade 7,62,57,1,120
Aryan',male,Grade 1,27,71 marks,30,128
Zara',M,7,95,91,82 marks,268
KRISHNA,F,10,33,83 marks,79,195
Reyansh',female,Grade 1,7,45,1 marks,53
Arjun',F,2,58,32,74,164
Aryan',Male,Grade 12,13,6 marks,92 marks,111
"""Reyansh""",Female,7,51 marks,47 marks,70,168
Vihaan,M,12,27 marks,27,79 marks,133
DIYA,m,11,34 marks,97 marks,21,152
Ananya,M,Grade 2,21,37 marks,65,123
Kabir,F,Grade 7,22,83 marks,95,200
AARAV,M,2,80,58 marks,35 marks,173
ADITI,Female,7,51,52 marks,24,127
Aryan,M,Grade 5,25 marks,42 marks,86,153
Myra,m,8,50,89,13,152
Ananya,female,Grade 2,14,93,11 marks,118
"""Zara""",M,6,93,82,85,260
Ishaan',f,8,23,8,32 marks,63
Anika,male,10,32,13 marks,70,115
Ishaan,male,1,29,35,89 marks,153
Advika,0,8,11 marks,41,44,96
Advika',M,7,99,1 marks,6,106
Aditi',0,1,42,61,11,114
SHAURYA,1,Grade 1,79 marks,3,67 marks,149
"""Ananya""",0,Grade 10,39,0,58,97
"""Aryan""",0,6,60 marks,38 marks,96,194
Kabir,m,4,25,59,82,166
Isha',male,Grade 6,8,34,33,75
Advika,F,4,33,35,80,148
"""Ananya""",Male,Grade 7,1,53,49 marks,103
"""Saanvi""",F,11,31,71 marks,100 marks,202
Rohan',1,8,66,62,42,170
Isha,F,9,21,39 marks,92,152
Ishaan',m,Grade 2,37,54 marks,91,182
Ishaan,male,Grade 2,0 marks,85 marks,31,116
ZARA,m,4,3,63 marks,11,77
"""Vihaan""",F,11,55,15,15 marks,85
"""Ishaan""",f,Grade 7,20,39 marks,60,119
ZARA,M,11,23 marks,91 marks,99,213
ISHAAN,0,10,51 marks,11,88,150
Zara',F,Grade 9,40,71,15,126
AARAV,F,2,36 marks,37,0,73
Advika,Female,9,69,27 marks,86,182
ISHA,1,Grade 12,94,6 marks,95,195
"""Isha""",1,Grade 10,3 marks,77,47,127
Krishna,f,2,32,9,0,41
"""Anika""",Female,10,44 marks,100,19 marks,163
"""Rohan""",male,4,67,58 marks,52,177
Ishaan',f,Grade 6,64,72,16,152
Arjun',1,6,24,24,40,88
Rohan',M,2,1,99,79,179
Vihaan',1,3,6,90 marks,91,187
Vihaan',F,7,34,72,77,183
Advika',0,8,74,56,43 marks,173
"""Ananya""",female,Grade 8,15,50 marks,32,97
Advika',F,4,81,32,20,133
"""Vihaan""",Male,1,48 marks,10,31,89
Myra,m,8,48,7 marks,100,155
Aryan,female,5,1,50,9,60
Ananya',m,12,30,8,63,101
Advika',F,7,22 marks,95 marks,95,212
"""Aarav""",Female,12,9 marks,84,44,137
Kabir',M,Grade 11,77,8 marks,7,92
Saanvi',female,9,64 marks,31 marks,72 marks,167
Krishna',Male,Grade 10,7,14,84,105
Reyansh,0,3,49,95,18,162
Arjun,0,4,98 marks,40,78,216
Shaurya',F,Grade 11,85,6,0,91
"""Anika""",1,11,23 marks,16,85,124
"""Isha""",1,7,71,68,64,203
ISHA,m,10,97,23,82,202
Arjun',Female,12,53,29 marks,46,128
Aryan',Female,4,2,52,82,136
"""Rohan""",M,3,86 marks,35 marks,63 marks,184
Ishaan',female,7,14,83,24 marks,121
Rohan,female,2,21,91 marks,21 marks,133
Advika,0,Grade 10,55 marks,44,61 marks,160
VIHAAN,F,Grade 3,96 marks,16,37,149
Arjun',m,Grade 3,59,4,78,141
Arjun',female,1,39,62,18,119
ADITI,F,7,66,66,42,174
Shaurya',1,Grade 11,85,36 marks,86,207
Saanvi',f,2,56 marks,41 marks,46 marks,143
Isha,F,2,19,4 marks,68 marks,91
ADVIKA,F,3,42,7,88,137
KRISHNA,m,Grade 8,35,34,10,79
Arjun,m,10,47 marks,42,96,185
"""Krishna""",0,9,15,12,33,60
ISHA,1,Grade 9,69,19,3 marks,91
MYRA,Male,Grade 4,0,1 marks,82,83
Aditi',M,5,10,17,62,89
Arjun',Male,5,96,66,87,249
"""Saanvi""",F,10,32 marks,46 marks,99 marks,177
Zara,F,2,3,14,36,53
"""Aarav""",Male,Grade 11,84 marks,5,99,188
"""Ananya""",F,4,21 marks,69,97 marks,187
Isha',m,Grade 4,41 marks,53,11 marks,105
REYANSH,M,Grade 10,13,41,42,96
"""Rohan""",male,Grade 4,11,37,55,103
"""Krishna""",female,Grade 4,52,79,21,152
"""Shaurya""",Female,Grade 7,83,59 marks,33,175
Saanvi',M,12,74,5 marks,3 marks,82
"""Diya""",F,1,23,48,33 marks,104
Advika,M,8,66 marks,13,95,174
Diya',1,Grade 6,5,59 marks,25,89
Krishna',F,11,66,83 marks,70 marks,219
"""Navya""",F,Grade 6,39 marks,26,89,154
Rohan',f,3,96,78,89,263
Krishna,M,9,56 marks,91,74,221
Reyansh,M,2,8,19 marks,96 marks,123
Myra,Female,3,61,26,76,163
ZARA,0,4,45,82,76,203
VIHAAN,F,9,29,41,100 marks,170
Zara,m,1,71 marks,31 marks,99,201
Diya',male,Grade 4,89 marks,23,18,130
"""Myra""",0,11,81,29 marks,33 marks,143
"""Aditi""",male,7,61 marks,94,66,221
ISHAAN,Female,10,63,24,80,167
Aditi',M,Grade 5,32 marks,90 marks,45,167
Isha,f,Grade 2,48 marks,24,60,132
Aditi,F,1,82 marks,82 marks,98 marks,262
MYRA,1,10,97 marks,67,57,221
Ananya',1,4,77 marks,91,23,191
"""Krishna""",0,Grade 5,94,79,20,193
"""Aarav""",m,8,27,21,11,59
Reyansh,Male,Grade 2,22,22 marks,70,114
Aarav,1,10,50,48,44,142
NAVYA,M,1,3,24,71,98
Arjun,1,Grade 2,63 marks,25,98,186
Diya',0,2,68,98,9,175
Vihaan,Male,11,15 marks,39,62 marks,116
Rohan,female,7,89 marks,6 marks,70,165
Diya,f,7,9,44,60 marks,113
ROHAN,F,9,74 marks,62,54 marks,190
SAANVI,Male,3,51,41,2,94
"""Advika""",0,Grade 1,46 marks,67,32,145
Rohan',Female,8,40,20,99,159
"""Ishaan""",1,11,27 marks,62 marks,67 marks,156
Myra,male,12,65,0 marks,11 marks,76
Reyansh',f,6,45,89,99 marks,233
"""Diya""",Female,3,25 marks,22,99,146
"""Kabir""",M,2,5,58,10,73
AARAV,female,2,69,100,78 marks,247
Myra',f,2,36,59 marks,45,140
"""Aditi""",f,8,98,30 marks,5,133
ROHAN,m,7,0 marks,67,6,73
ZARA,0,Grade 10,3 marks,93 marks,84,180
SHAURYA,m,Grade 4,97,48,20 marks,165
Shaurya,M,8,65,26,78 marks,169
"""Vihaan""",Female,Grade 10,92,29 marks,66 marks,187
Rohan,Male,Grade 3,72,23,31,126
"""Navya""",female,9,44,31 marks,70 marks,145
"""Krishna""",Female,Grade 10,40,39 marks,87 marks,166
"""Advika""",F,2,5 marks,54,69 marks,128
AARAV,M,Grade 4,20,51,6,77
Isha',1,4,64,15,66,145
"""Diya""",1,10,62 marks,73,14 marks,149
ANIKA,F,12,3 marks,56 marks,65,124
Aditi',m,12,27 marks,70,92 marks,189
Reyansh,M,4,75,54 marks,91,220
Anika,f,3,52,55,1,108
Myra',female,Grade 10,92,67,6,165
Shaurya,male,12,92,49,78,219
Rohan,M,7,27 marks,58,44 marks,129
Vihaan',0,7,48,84 marks,18 marks,150
VIHAAN,m,Grade 6,53,19 marks,74,146
ISHA,male,2,71,50 marks,95,216
"""Krishna""",female,Grade 3,2,55 marks,13 marks,70
"""Navya""",F,Grade 5,82,6 marks,99 marks,187
ARYAN,F,11,20,14 marks,23 marks,57
Kabir',f,3,21,34 marks,57,112
"""Ishaan""",m,Grade 4,20,20,18,58
Navya,Male,5,62 marks,29,28,119
Navya',m,Grade 6,58,63,66 marks,187
Advika,0,8,50 marks,5 marks,20,75
"""Rohan""",m,2,83 marks,56,86,225
ADITI,female,Grade 6,96 marks,0,77,173
Rohan',F,1,26 marks,66,20,112
VIHAAN,M,Grade 2,50 marks,89,93 marks,232
Rohan',M,7,75 marks,55,4 marks,134
ANANYA,M,Grade 12,29 marks,71,32,132
"""Aarav""",M,Grade 7,28 marks,36 marks,15 marks,79
"""Vihaan""",1,Grade 7,47,49 marks,24,120
Aarav',M,3,81 marks,83 marks,9 marks,173
Rohan',M,Grade 5,44,2 marks,34 marks,80
Ishaan',Male,Grade 6,75 marks,3,30,108
ANIKA,F,Grade 9,15,94,25,134
Advika,M,5,50,28,39,117
ADVIKA,F,10,83,85,2,170
ARJUN,m,Grade 3,29,57,72,158
Ishaan',female,3,7 marks,20 marks,19,46
Aditi',Female,Grade 9,65,50,14,129
Aryan,M,1,84,42 marks,44,170
"""Arjun""",0,7,97,7,81,185
Aryan,F,Grade 1,78,98 marks,80,256
Kabir,female,1,28,19,35,82
Isha,0,Grade 4,40 marks,51,49,140
Ananya',M,Grade 5,1,61,30 marks,92
Myra',male,8,43,75 marks,31 marks,149
ISHA,Male,8,42,32,82,156
Aryan,F,1,62,80,26,168
"""Aditi""",0,4,23,92 marks,58,173
KRISHNA,female,7,88,86 marks,40,214
AARAV,0,8,74,73,12,159
DIYA,F,6,19,71 marks,46,136
"""Advika""",male,Grade 9,14,30,17 marks,61
ISHA,male,8,40,51,77,168
Ishaan,0,8,82 marks,60 marks,67 marks,209
Diya,female,7,35,4,72,111
Reyansh',female,7,74,39,24 marks,137
Aditi',f,4,74 marks,69,59,202
"""Navya""",Male,Grade 1,96,68,13,177
Krishna',F,5,50 marks,56,16 marks,122
NAVYA,M,11,80,66,64,210
Aarav,F,9,48 marks,4 marks,9,61
REYANSH,F,Grade 9,55 marks,3,9,67
Diya,F,11,48,3,83,134
Kabir,M,3,41 marks,90 marks,96,227
ISHA,1,Grade 8,38 marks,29,25,92
Myra',Female,3,90 marks,48,43,181
Advika',female,7,80,92,95,267
Ananya',M,3,64 marks,13 marks,62,139
Kabir',0,Grade 10,88 marks,73,67,228
"""Aarav""",f,4,90 marks,75 marks,18,183
"""Aarav""",0,2,70 marks,11,18 marks,99
Rohan,M,5,21 marks,82 marks,88,191
MYRA,0,Grade 6,82,94,36,212
"""Aditi""",F,1,64,100 marks,71,235
ANANYA,f,11,64,26,46 marks,136
"""Ananya""",1,1,97 marks,12,50 marks,159
ANANYA,M,12,90 marks,65,50,205
Navya,F,2,71,13 marks,75,159
ANIKA,m,Grade 3,32 marks,56,54,142
Ishaan,F,11,93,39 marks,14,146
Arjun',F,Grade 1,0,2 marks,43 marks,45
KABIR,male,10,53,24 marks,94 marks,171
Vihaan,F,Grade 2,78 marks,39 marks,29,146
DIYA,1,Grade 11,1,10,79,90
Anika,0,1,69 marks,22,35,126
Aarav',M,Grade 12,34 marks,18,17,69
ZARA,M,2,59 marks,36,54,149
SHAURYA,M,7,21,73 marks,9,103
Reyansh',0,10,17 marks,13,11 marks,41
KABIR,0,10,0,4,62 marks,66
Aditi',m,1,21,44 marks,45 marks,110
Diya',m,11,21 marks,70 marks,25,116
Arjun,0,Grade 7,14,5,85,104
Zara,Female,Grade 7,27,26 marks,11,64
NAVYA,f,Grade 4,82 marks,34,20,136
Saanvi',M,3,7,77,1 marks,85
Myra',female,Grade 2,62 marks,72,9,143
Rohan,Female,Grade 12,21,29,47,97
"""Reyansh""",f,4,11,81 marks,94,186
ADITI,M,6,21 marks,35,44 marks,100
ISHA,0,1,72,83 marks,25,180
"""Shaurya""",F,6,53,63,12 marks,128
DIYA,male,Grade 9,72,14,51,137
SHAURYA,M,Grade 9,23 marks,27 marks,92,142
Krishna',Female,10,73 marks,84,11 marks,168
Kabir',1,2,83,6,77,166
"""Vihaan""",M,4,53,44,78,175
Kabir,m,8,94 marks,79 marks,61,234
Ananya,0,Grade 12,57 marks,9,78,144
REYANSH,M,1,47,83 marks,27,157
DIYA,M,2,60 marks,48,26 marks,134
Aditi,M,5,74 marks,13,39 marks,126
Reyansh,Male,Grade 9,13,4 marks,62,79
AARAV,1,Grade 11,1,11,61,73
"""Aditi""",Female,2,87 marks,29,69,185
Aarav',m,3,45 marks,37 marks,64,146
ISHA,1,5,100 marks,8,1 marks,109
Anika,M,Grade 5,97,73 marks,50,220
"""Isha""",M,5,86 marks,3,96,185
KABIR,0,3,2,62,80,144
"""Isha""",male,2,40,24 marks,84 marks,148
Aditi,m,Grade 8,84,26 marks,74,184
ROHAN,1,Grade 1,86,85 marks,13,184
"""Advika""",F,5,84,30,46,160
Arjun',female,1,28 marks,38,20,86
"""Myra""",F,7,70,40 marks,14 marks,124
Saanvi',m,5,8,73,54,135
Ishaan,F,Grade 12,20 marks,2,50,72
Advika',M,Grade 10,35,47 marks,34,116
NAVYA,Female,9,28 marks,82,100,210
ROHAN,M,Grade 3,2,69,91,162
"""Aryan""",M,5,100,100,100,300
"""Zara""",F,1,95,22,86,203
ADITI,1,12,94,86 marks,48,228
"""Kabir""",male,Grade 6,2,88 marks,64 marks,154
ADITI,Male,6,100,2 marks,19,121
Isha,M,11,25 marks,72 marks,74,171
Shaurya',male,Grade 12,48 marks,48 marks,1 marks,97
AARAV,F,10,22 marks,50 marks,4,76
Aryan,1,4,39,42,76,157
Krishna,1,11,45,50,6,101
"""Reyansh""",m,10,81 marks,92,17,190
Krishna,Female,4,30,28,62,120
Navya',male,8,2 marks,0,70,72
"""Isha""",0,Grade 11,22 marks,5,14 marks,41
Reyansh',male,Grade 6,51,57,21,129
ANANYA,male,Grade 8,8,77,32 marks,117
"""Ananya""",1,5,18,10,50,78
"""Navya""",m,9,11 marks,18,46,75
"""Zara""",Female,2,18 marks,65,53,136
Arjun,1,7,39,58,52 marks,149
Anika,0,3,45 marks,22 marks,45,112
"""Aryan""",Male,Grade 10,4,82,85,171
ANIKA,Female,10,4,27,98 marks,129
"""Anika""",Male,Grade 2,14 marks,17 marks,32,63
Shaurya',female,10,52,86 marks,57 marks,195
Advika',F,Grade 10,15 marks,87,99,201
Kabir',Female,Grade 10,57 marks,36,90,183
AARAV,male,1,14 marks,88,96 marks,198
"""Reyansh""",female,3,13,59,47 marks,119
Ishaan',M,Grade 5,37,5,48,90
ZARA,male,12,64 marks,20,7,91
DIYA,Male,10,65,58 marks,28,151
